x1: x2: 
-0.622845114062 0.595245537524 
-0.832885685115 0.0624473471096 
0.294890962522 0.628363225221 
0.0201524346071 -0.560863924526 
-0.208831201802 0.315592785281 
-0.787182260324 0.477011545934 
-0.142471783739 0.841109532836 
-0.442690445819 -0.708177856832 
-0.0532703183823 0.819727821192 
0.711910817757 -0.0851152900894 
-0.321668056032 -0.229617302621 
0.19300611582 0.727197758509 
-0.264765104011 0.808814183644 
-0.624374265005 0.0788402003992 
-0.652014642896 0.882986752628 
-0.474840489928 0.591224774021 
0.139159769576 -0.267510214223 
0.195216140366 0.111677811165 
-0.414832757047 -0.165821585155 
-0.172283369914 0.447998152201 
0.364805791004 0.178921317724 
-0.638104322729 -0.278612459168 
-0.730153249528 0.163816862104 
0.837928816574 0.662987672393 
0.831114573482 0.790033303668 
0.743656105578 0.638767631687 
0.434235041418 0.745740051308 
0.245439461061 -0.936723217494 
-0.38309427721 0.0206499706933 
0.0312827541641 -0.349357550991 
0.412736116007 0.136813068857 
-0.0927068923274 -0.989278162685 
0.417291287492 0.63039814736 
0.0336112226541 -0.467283511132 
-0.188858118152 -0.0886297141161 
0.772121020274 0.863047713795 
-0.224025606586 -0.251457560332 
-0.838702687286 0.231309080296 
-0.716704746945 -0.907924127088 
-0.702741955991 0.884958815983 
-0.0511170776305 -0.448179193138 
-0.790867156352 0.0755636775277 
0.0182531240334 0.936301694311 
0.784536368849 -0.389006883723 
-0.671763435518 0.0353355408742 
-0.320399577482 -0.971582182748 
0.18241979635 0.210763285741 
-0.0449177046764 0.0428789933781 
-0.289500710679 0.948858691982 
0.242383522962 -0.575974960123 
0.945088022722 0.206105248098 
-0.723904254827 0.63316072931 
0.706285995185 0.577387592303 
0.376290009129 0.817614365653 
-0.209666349254 -0.532971342727 
0.0818916910488 -0.412140289299 
0.23386442787 -0.183807347101 
0.970562854189 -0.172814488528 
0.723598199705 -0.192376013047 
0.0350018489286 -0.492932646761 
-0.417921604549 0.732282009263 
0.598431864785 0.535519064401 
0.820047806298 -0.352146964671 
0.840969280421 -0.270911665312 
0.0771490314271 0.308066240731 
0.392650874981 -0.155993101709 
-0.629211794837 0.234888989083 
-0.860720532279 0.853991032 
0.494038254525 -0.219670630446 
0.471846482055 -0.723387531828 
-0.831823214294 -0.440619269194 
-0.756462901839 0.414519681978 
0.486092670977 -0.423258369663 
-0.801992577775 -0.850302328379 
0.136693426458 -0.05273706334 
-0.232620987513 0.745743847013 
-0.759613898494 0.30473918728 
0.0428272616586 -0.591424795642 
-0.943986264075 -0.102141212312 
0.0683128727568 0.0701569850706 
-0.720037218829 -0.601297221523 
0.81059203644 -0.772868977018 
-0.762331313819 -0.405384882303 
-0.545680329215 -0.694640062516 
-0.987263162779 0.661086088761 
-0.40321693383 0.748254076799 
-0.218827369931 0.0702702988239 
0.0858536459626 0.249057066343 
-0.254514931213 0.914490771397 
-0.403020999998 -0.856618236315 
-0.980035766422 -0.959513668476 
0.286463274942 -0.952483857825 
-0.913963025124 0.654446874792 
0.213899968293 -0.901401982189 
-0.803481652517 0.678640073605 
-0.269619529982 0.22829146757 
-0.484204822554 -0.43460766822 
0.962458918755 -0.825994793715 
0.797932506597 0.697574937426 
-0.582121006202 -0.166963398168 
0.355803276092 -0.249370235856 
0.709256456825 -0.806750761162 
-0.273459068424 -0.0525055520482 
-0.384035567399 0.389767024173 
0.827348340263 0.564639926558 
0.424906104832 -0.433878067465 
-0.232692648327 0.76904276446 
0.997498495273 0.335142864741 
0.983530184362 0.456889347048 
-0.995403025313 -0.41702127965 
-0.288574045224 0.668123535104 
0.107183957621 -0.0137938840713 
0.878766066913 -0.150984630712 
0.902572384412 -0.515243936943 
0.434695892714 0.167706648482 
0.0159520842974 0.490336191181 
0.993920218303 -0.639678597707 
0.442648445553 0.205300792589 
-0.983954668275 -0.431221340291 
0.112583271258 0.416830126309 
-0.417028169163 -0.623117795437 
0.162858312508 -0.967490188547 
-0.770108350688 -0.595432296486 
-0.336871114392 0.158240882325 
0.0340556948465 -0.486733091857 
0.288566471102 0.399387380011 
0.700302106862 -0.370577037544 
-0.747935194876 -0.417086532864 
0.893213391952 -0.624253995594 
0.464936684927 -0.663012019949 
0.250908569188 0.604195011302 
-0.701792279959 0.130016841153 
0.250882397625 0.787470289652 
-0.626150417682 0.140526426105 
-0.30033800777 0.881676445922 
0.115386098155 0.683672316452 
0.856566228602 0.726431615918 
0.982557144666 0.824892855877 
0.283153558214 -0.380669749124 
0.801678554827 0.304484784371 
-0.702560611378 0.102154060861 
0.8774607202 -0.679258183548 
-0.821408675136 0.720760081071 
0.709165320274 -0.0743313240748 
0.713687749203 -0.174650490522 
-0.870299628077 -0.359361589089 
5.99383578055e-05 -0.548315379972 
0.229616308911 0.46010507813 
0.38638306788 0.196642832515 
0.277582539811 -0.885048428558 
-0.413896035393 -0.726406151787 
0.843766446073 0.0693777305119 
-0.0404941093291 -0.340767826696 
-0.979265029811 -0.0355262197456 
-0.150972868051 -0.159802113444 
-0.114865079628 0.525305666346 
0.85120891018 -0.964549373626 
0.776227088314 0.770975840433 
0.850875527548 -0.917971222352 
-0.251335516936 -0.813905257654 
-0.335038664172 0.861372390289 
-0.509573386696 0.903907227376 
-0.904125461533 -0.471724077495 
0.78841935827 -0.686921403478 
0.231837362981 -0.65094926912 
0.433076833171 0.210502512975 
-0.186774601313 0.621731894611 
0.00228170238746 0.953520704905 
-0.276838338744 0.672376391501 
-0.171876210073 0.485209732677 
-0.774123545562 0.152107557957 
-0.213281182646 0.0720814355139 
-0.102071288796 0.218477183888 
0.0995105877698 -0.715990303815 
-0.328157822215 -0.189130435918 
0.0570432409905 -0.863961579007 
-0.937299328732 0.757436810487 
-0.147421358566 0.202140142951 
0.856605293413 -0.670508772021 
0.40082106772 0.623495416065 
0.0946138434708 -0.820778272484 
-0.356556886034 -0.689693081478 
-0.448047589262 0.890586219702 
-0.476135264188 0.38038192428 
0.103908282619 0.910382376698 
-0.685276022532 0.526676827535 
0.275838635053 0.0330241378784 
-0.415571001093 -0.763173962686 
0.250381703041 -0.71336022569 
0.661659053967 -0.0929827999105 
-0.325862978737 0.902897240286 
0.216581825198 -0.581735308828 
-0.837383681926 0.773992294351 
-0.801652739749 0.868630754464 
0.311500372533 0.0346806730569 
-0.883452765181 0.00431009536508 
0.00840377174311 -0.946060907959 
0.914653197506 -0.752238107118 
0.7835937889 -0.422379984304 
-0.617487152453 -0.849602685025 
